"login";"name";"email";"codeChurn";"codeChurnClientFiles";"commits";"commitsClientFiles";"commitsImportLibrary";"imports";"daysBetweenImports";"daysSinceLastImport";"daysSinceFirstImport";"avgDaysCommitsClientFiles";"avgDaysCommitsImportLibrary";"projects";"projectsImport";"survey"
"44e4bd8a265c58416d61c7c0aee6ed05";"A. T . ";"56a2d65c8b82057f7d9829f3b877aecd";29886;8273;98;67;15;61;669;191;861;13.4179104477612;56.9333333333333;3;1;4
"a01025afe74de051b416280a9949328a";"A. G . ";"f11bdc419486deb2944d186e9cbc8bdc";1117;972;7;2;1;26;0;515;515;257;515;2;1;4
"8a14dab77e8f0e15a6c0892f90f513b2";"J. Y . ";"5c9a8b9cb44bbc91a5e2aaacb89c817f";6;6;2;2;0;0;;;;486.5;;2;0;3
"003672d7104a1cc0333e0b4354890355";"R . ";"62cb0a460ab24d3ae238789ba0d208c7";368;364;3;2;0;0;;;;353;;1;0;3
"f1c1266d588ec5c949ce13a1087882dc";"A . ";"268b53e53cb43e3fe43325bbea2fb17d";490;485;6;6;2;3;15;265;281;47;140;3;2;4
"d07b33c9784c7e18bad7d8d2fdb7deac";"A. A . ";"7596b740f76f5d3661f509a2a666d6d7";2;2;1;1;0;0;;;;452;;1;0;4
"9e1f2a8e04faa37667790947b26a9a6d";"A . ";"99218a2893ac76af03ca5cecc6f5b54f";60;18;2;2;0;0;;;;383.5;;1;0;3
"72d9ff87b9853e9ad5f0cfc114e7e3d1";"A . ";"68dd6178c6868bff37f7c2e196201ff8";2278;1093;101;22;3;15;598;295;894;40.1818181818182;297.666666666667;2;1;4
"8ba1d3847fbbc3548e7a137d2205115f";"A. M . ";"c9e222d0d06183594fe904057655fd74";17;17;1;1;0;0;;;;211;;1;0;2
"5d78b17ddb006cd18b017fc4b5e89c4c";"J. A . ";"5e27bb7f6939da5e91c5f8d9c7e8bcee";974;819;15;14;2;8;78;256;334;37.5;167;3;1;4
"11aa6efdb6fe5999236aa95751b04154";"A. M . ";"607020dfdef7a5772e4abb374b629507";309;235;11;8;0;0;;;;30.75;;2;0;4
"db21cc924fbe22a088607ca395b359c0";"T. V . ";"aca89ba3f0372c78ec0c5d3cbd4236e3";20;20;2;2;0;0;;;;134.5;;1;0;4
"3e36fbd7b52f8e8743fe08a543cc747c";"A. M . ";"7c14b830c780939fd2b39740e72d71b3";1495;1467;2;1;1;2;0;213;213;213;213;1;1;4
"fbf6ad50f0e5caddab8796b954ceba2d";"A. P . ";"6c8951d1ff70410474d6bc8beee1ed5b";2;2;1;1;0;0;;;;1172;;1;0;3
"9d6fbf9e3760becd3bfc9d093dc24744";"J. B . ";"8558f01adbf52c5e63566952e7f77736";2035;2035;4;4;1;1;0;360;360;90;360;1;1;5
"f590c097a58c1114872a694eca42b9dc";"A. T . ";"f5f93461bcb44526f91c2dacac24ed7c";23466;16290;17;4;1;122;0;609;609;151.75;609;1;1;4
"0407ae2748532b8ca7523267492361e4";"A. J . ";"d97548930c012ab12e97aa36ab17679c";6704;4958;58;40;12;40;429;320;750;21.025;62;9;5;4
"ef212f6c98aa45ab2c2f0fc623b7f0d5";"A. G . ";"7edbb85c5d8ccfae2b796c692c31c84e";21;21;1;1;1;2;0;759;759;759;759;1;1;5
"ba7e5b614d83c760f838f94efc39c3c9";"A. H . ";"611bcd30507e1dcdb3275bd90e6afd78";52;52;4;2;0;0;;;;207;;2;0;4
"4c3dcbde96dc7ade3cd05028c6b2e926";"A. W . ";"d0f72729ac1dfa7afd555c28d85f9661";2831;2191;110;55;23;36;1145;44;1189;21.4727272727273;51.4347826086956;10;4;5
"4a08b063e64e5207a0f1d343f41dc87e";"A . ";"8ad64e087e29a407929dab00310375db";23;23;3;3;0;0;;;;323.333333333333;;2;0;4
"9d3ef9f35776cef60ffe34cec55bc54f";"A. R . ";"554b652815a763f41f9503b24dc7d3d8";289;222;15;13;0;0;;;;59.5384615384615;;6;0;4
"7216c8a9c099ef4f9e94557a2d979b8b";"A. T . ";"6ac688287e7411746e69800c76384f42";16;16;2;1;0;0;;;;365;;1;0;3
"0b9bcf5de2529f70bf6f871302f4b833";"A. V . ";"fc5c22240f663079b258cdeae9ded86e";2;2;1;1;0;0;;;;454;;1;0;4
"2dc1b9a5984eb61352109ce071ef708e";"A. R . ";"23fb3a26a6f74c87b3e8341f8c5f5da5";2;2;1;1;0;0;;;;886;;1;0;2
"9e0f8e7ab7ea4821aaf1f8ae44e3cea5";"A. A . ";"28ee5a19cc82d2b7693dfaea8ad26b9b";173;143;13;3;1;2;0;337;337;176.666666666667;337;7;1;4
"94f126685cfc8f1bd15ffc27f1949372";"A. P . ";"7842afb080cc9bc8226612470775bd6e";2;2;1;1;0;0;;;;206;;1;0;3
"7be22133e35960375569b5555466bcd9";"A. V . ";"08c0ef8ef80b6e68c768c1d8773d4a19";4;4;1;1;0;0;;;;196;;1;0;4
"c3ea584c3baacf0695771c28251e2d0f";"A. J . ";"f9daa968b483d1ea553fa1457ad9d389";3390;671;34;9;8;29;244;327;572;62.8888888888889;70.875;8;6;3
"6cb97e5e5110c4f3c1c322eaa64d301a";"A . ";"1047f4b9246479a695871f3882624cd2";13588;838;112;24;0;0;;;;46.9166666666667;;1;0;5
"fbdb695ee669f7c635c533b014500a0f";"A. R . ";"15d4619b8258ce0457230dafb0681fe5";583;33;2;1;1;1;0;436;436;436;436;1;1;4
"e0c0320af707cbc08b5a501dc8ac1143";"A. V. B. J . ";"2aa2d2049c7ba24ff2668e86c5f157aa";53407;2442;75;25;3;22;351;269;620;25;206.333333333333;2;1;5
"1b7e7bbf5c0dd7bd088dc89a1deaf1db";"A . ";"f8cd3e128e4cf3935f8c810e09ea1dc5";8205;3655;86;54;28;66;40;194;234;12.2222222222222;8.14285714285714;5;4;4
"4dee24ff84647d953fa97b519df914df";"A . ";"ca6c7e26e9e9ef8f3d214030350c012d";547532;455075;406;264;19;178;274;719;994;3.56060606060606;51.8947368421053;1;1;3
"5be1b7c861b25027c3cffbcf425d3bf3";"A. D . ";"19f3c7ff795945e325ee93f9d395ad94";400;12;2;1;0;0;;;;217;;1;0;4
"b571da1066150d1f6439a35912535ac7";"A . ";"c16b0da74799de98f8644b9b23d858d0";6;6;1;1;0;0;;;;446;;1;0;1
"b2709f58db6809befd430c6897e5c9ff";"A. S . ";"575bfabfcf6e0654b1f5394cd0042232";24696;24672;6;3;1;6;0;796;796;264.666666666667;796;4;1;5
"efe8bf6dbc8ae0da501a40943bfa74de";"A. S . ";"cab91f03473f4f987b7a646efcf84e02";2;2;3;1;0;0;;;;360;;3;0;4
"388bd3814b5ef7e0c28b58956bae53da";"A. S . ";"43aed98b8c4c276ddbb2c8e2fb8fb464";4495;1938;40;24;5;14;153;164;318;13;63.4;5;3;5
"f78497efd222cc9446cb9e4dcef42827";"A. W . ";"0812ee7540214b22c7fea8c852ab3b3a";3;3;1;1;0;0;;;;502;;1;0;4
"5ff95e04e8b7afadcb5f0b162635431c";"A. W . ";"7352bf4e81a9050808906f19818af3bc";9040;3022;115;50;18;50;834;83;918;19.68;50.5;7;6;5
"b136dc23a1e4e06ba5e2ff923fd0c265";"A . ";"95d785ada2886e80a81b05c76f1365d2";10672;5557;340;212;9;20;266;22;288;1.98584905660377;31.6666666666667;2;2;3
"89eb87d1b811ff94097132997dcd08bc";"A. D . ";"2e07a38adf14df2aebedda5924208dcb";243;86;4;3;0;0;;;;151;;1;0;3
"e5a2440cf24279dea32256358dcdb285";"A. S . ";"6d5132fbc0432dc98187521e5e0e79d2";187060;150336;302;220;58;250;623;179;803;3.44545454545455;13.5172413793103;8;3;5
"19e9e1ed46d1fcb9a4b8e91c3ad85a25";"A. T . ";"a2ff42590a036f1ac89609163bea5368";2;2;1;1;0;0;;;;770;;1;0;5
"30917284d8ce54cca51601ca6f9f68ad";"S. C . ";"cfa0d1728a6778a3ef06a4731f1eca31";1036;857;50;19;3;5;102;495;598;31;199;4;2;4
"16028366b1fe0d18e29d8449c351d3f9";"V. A . ";"540e7fd4a151a91d4b2a6b8af8e81390";356;352;9;2;0;0;;;;206.5;;6;0;5
"edbc53acefba5e9f556c7198f834e0fc";"A. V . ";"07ae40e74d3b9c7f4b6d085fd03905cc";16756;2976;75;16;6;14;21;165;186;11.25;30.6666666666667;1;1;3
"eea42927b522d10e0f7f0da5d004d5f9";"A. H . ";"636e221bc6d34eeacac6384e8d6a7736";964;852;22;19;6;10;0;580;581;30.5263157894737;96.6666666666667;1;1;4
"5c755f1475f5dc7313e0422d85324925";"A . ";"bcada15cba4bc01798681d10ef18dd3a";27252;21865;629;431;88;193;588;21;609;1.27610208816705;6.625;9;8;4
"eb1e2b9dd6be6f6f854aa4fa01e64a8f";"A. W . ";"85fd7e53fc7506873598d2422b9bdf02";4;4;1;1;0;0;;;;294;;1;0;3
"e97975ad53827705ebac9a4a2060ab65";"A. Y . ";"e9c9a7a436fcd9273a7f8890849dae65";36969;11164;372;133;42;156;206;124;330;2.11278195488722;7.40476190476191;5;2;3
"87296363e4ea7744b9bf588d76919a83";"A. Z . ";"513039086c4b3ca121a7f73dc0fb7c16";26732;6386;198;84;31;107;941;192;1133;13.25;36.1935483870968;11;9;5
"be021bf904406ee858fa8ee05356f9db";"L. A . ";"f1000ae05fbf851fc8a033c54eb998ba";16993;8468;187;71;32;91;970;34;1005;13.8450704225352;31;9;6;4
"83ab15aacfaee28658fc8ec7849433c6";"B. R. A . ";"bbf11f74b206346e02730d0aa528b405";4;4;1;1;0;0;;;;424;;1;0;3
"4e48175b99e767e74fe9124c1fbf27d4";"A . ";"f1eacc76e70ca8ef1d8062a23314a11e";1589;1033;13;5;1;20;0;248;248;209.6;248;5;1;4
"39900f2020edb640f47349d55c11a92b";"B. J . ";"d0f65aa64b9d0d9fb5982ee3d0f7b3a0";13;13;1;1;0;0;;;;297;;1;0;3
"94910f3ffc9532e8242b7414a981ea67";"L. A. B. S . ";"70e3cfcb8e11a1167aa478c3df4cc680";93989;71679;7;4;3;57;150;800;951;237.5;316.666666666667;2;1;4
"a48b07a83cc759bae26bf6ca74554a91";"B. S . ";"05f919fde91e2444a6150618f1f0d7b2";1;1;1;1;0;0;;;;332;;1;0;3
"100fd3f6ca7015c64e1431fc0c3e18a5";"B . ";"60413eebc9696bc22af4a6b7b439df98";13;13;3;3;0;0;;;;265;;1;0;1
"75bcc69aca6b8e8aece546b402435388";"C . ";"04d71a439186443a8972dd8eb23e607f";397;397;5;3;1;2;0;258;258;86;258;1;1;3
"36c8f68b64859c95c587df5802e73126";"B. E . ";"4f96576d6aa61c63ff883c9c0f0ba3a0";5;5;1;1;1;1;0;533;533;533;533;1;1;4
"4cb468f608f35c5b3dc048953309d6da";"B. G . ";"f6dca2295546af21e1cde8e68f2d49bd";25;25;7;5;0;0;;;;129.6;;2;0;5
"b24c1e6f82e7bbc05f23fa0dd46044c6";"B . ";"e4bacf300d678137e15977ac3a58b20f";45;8;3;1;0;0;;;;369;;1;0;4
"b94464ebd7239ac03a2a50cdbada5a3e";"B. M . ";"4bd01877738ff2b917d80e750eefb449";4;4;4;1;0;0;;;;1117;;2;0;3
"675664bd296a587edb2ed662d7d54611";"B. T . ";"4099cc51030ea2b0d912960eae26b770";56534;56530;12;6;2;2824;53;473;526;109.833333333333;263;3;1;5
"c726d119345a1db81d1203fa92338ac2";"B. W . ";"b31fcd9cc573d29d197f46d5d749e69b";21998;19016;266;113;20;52;848;49;898;7.71681415929203;44.6;12;7;3
"850bf71eaf1552f0b61162ca54d5bd83";"T. B . ";"f9501ec5b7d14c227230dd4d055f896e";2212;1643;32;20;5;17;29;377;406;20;81;1;1;4
"7f5687aab1cd5db4e8037a347def549e";"B. R . ";"ed02d9844287d5c7f65b13bb253b3668";54;54;1;1;0;0;;;;1028;;1;0;4
"c9f9d7dd806cf4122041837a80f47c64";"B. F . ";"cde91eea171a6bfc4b6408c35f7e4c87";2;2;1;1;0;0;;;;489;;1;0;5
"ceca97bb491cb0e037e618d8f52a6b9f";"B. F . ";"38581f75448829ce779d8dd80a6f1fd0";198;92;4;2;0;0;;;;390;;1;0;4
"cf40a4da4eb7d43aae02f50a89e0431c";"B . ";"23b9906b2d2c6d98ae2c4af6d3bcb494";26;26;4;4;0;0;;;;242.25;;1;0;3
"156d75a62f7fbd44f126ca5693c45880";"B. G . ";"9ed8bd7097c7f40d4309b87c299588dc";1108;1046;8;4;2;11;0;471;471;117.5;235.5;2;1;5
"e8ace885caf6d569036c37a12dbe74c4";"B. J . ";"0be5b8d93b6b9a5a790961b5b7a4f614";57989;18204;1014;451;68;169;692;8;700;1.27050997782705;9.85294117647059;4;1;4
"fbc8f3b9b6b1f5557e45653fe2666993";"W . ";"94acb6c521e6129972c9b83d363845cb";3;3;2;1;1;1;0;814;814;814;814;1;1;1
"2d5a620c89f733b548c66b68e91154ac";"A. M. A . ";"50c28688b572997c3630db7e2b7b63f9";70;39;5;2;1;3;0;46;46;195;46;3;1;1
"2c19cc8c7dc09e9caa6e5d48cfd71d06";"D. W . ";"a3ac80d516a148d88e8372826697338c";14;14;1;1;0;0;;;;850;;1;0;3
"185fceae170a32b750ba510a02f46ea3";"B . ";"48e6a7292493257a152430a9016fa9c4";20;20;1;1;0;0;;;;571;;1;0;4
"d11f11a2af3ed115cf4564bffb129774";"B. R . ";"f3121579a598ff2fdd23471e1ff977ca";92;44;1;1;0;0;;;;238;;1;0;4
"b67e24ffe694a9d945421213798a7153";"B . ";"30595d220c4ea6b4a66ee01e1940e64d";13833;13145;282;255;38;57;356;219;576;2.03921568627451;14.7105263157895;1;1;4
"bf780595f0e36c5b7b2d681e66d6c764";"B. M . ";"04ff2bf9d8ff47aab44f7fd5403fc47f";269767;8923;98;36;15;71;993;76;1070;29.4444444444444;70.9333333333333;6;5;4
"4a7e6bf7ffaec6a5837bb9bfc58983fd";"B. M . ";"8e149838de5cfd7ae9439fba82acb13c";16;16;1;1;0;0;;;;672;;1;0;4
"748d22f840bcdcafabb03bdfd3c937a8";"B . ";"e0eb0b8f82f95392a299a515a12be08d";5277;481;11;7;2;9;432;242;675;96.2857142857143;337;5;2;3
"c0b81ec5f09292f1c7d4b112d7d3ea79";"B. C . ";"d30cfa9c7f8930352441213ed28c6fe9";63;39;1;1;1;2;0;472;472;472;472;1;1;4
"3c8d5c90642f8bdc5d78c75345883457";"C . ";"7ca05de9fedd5d7074a1b7fdd0a47e1a";100;84;12;5;1;1;0;902;902;180.4;902;1;1;2
"be1720012a615f197d94905aca0f0301";"D. S . ";"64144724ca6efa396d4581f94045f10a";1049175;32525;383;201;56;332;926;8;934;4.41293532338308;16.2857142857143;19;8;4
"048ee893c2753003a9c595d431454d50";"A. B . ";"7e2ccc78f77b52fbaf61dfadfb98323e";11251;9615;387;189;48;76;399;91;491;2.53968253968254;9.97916666666667;11;9;3
"8e0fa220c108f6d9db85420fffcd682d";"B. B . ";"d4402a8a978750279198f8d2a2da6461";45;34;2;2;0;0;;;;362;;1;0;2
"fc0673139d3216b11a97be683090761d";"T. C . ";"65e5174703df0bd54525b12a21081a5c";3;3;1;1;1;1;0;348;348;348;348;1;1;5
"458deddaa921a0debd7c5edf78163695";"B. P . ";"1ed2f4eb4a15b0dcab87ba605a4fb0e9";2863;953;14;6;4;12;119;237;357;59.1666666666667;88.75;1;1;3
